时间/s,PPG_G,PPG_R,PPG_IR,U1h,U1l,U2h,U2l,U3h,U3l,U4h,U4l,ACCX,ACCY,ACCZ,GX,GY,GZ
2.329976,7446,32824,37144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.331085,7453,32819,37147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.350328,7457,32821,37147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.351355,7464,32821,37159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.37109,7468,32830,37163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.372081,7470,32835,37175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.390846,7476,32840,37181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.391873,7481,32839,37186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.408679,7487,32841,37189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.410724,7491,32842,37191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.431357,7497,32848,37196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.432358,7497,32852,37203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.450231,7503,32852,37214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.451335,7506,32861,37216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.458956,7513,32861,37214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.479224,7515,32851,37210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.480224,7521,32843,37207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.49935,7524,32845,37209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.500388,7530,32850,37213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.518831,7533,32853,37222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.520908,7540,32855,37229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.540898,7542,32862,37231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.541923,7544,32858,37228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.558979,7544,32855,37212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.561061,7545,32849,37192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.578805,7538,32850,37179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.580947,7537,32836,37159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.600694,7531,32841,37150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.604907,7528,32849,37145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.61913,7525,32857,37148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.62065,7517,32864,37149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.640639,7514,32864,37152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.642029,7511,32862,37144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.658958,7511,32856,37135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.661014,7511,32847,37130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.680814,7513,32845,37128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.681845,7511,32847,37131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.699713,7517,32852,37142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.700739,7516,32860,37155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.71893,7528,32873,37173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.720982,7533,32872,37183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.738449,7535,32875,37184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.740762,7532,32877,37186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.759461,7539,32876,37189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7607,7543,32884,37200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.780112,7548,32894,37220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.78112,7551,32908,37244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.799086,7560,32919,37260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.800122,7567,32923,37275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.809058,7573,32928,37286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.829854,7576,32934,37294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.830854,7586,32942,37308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.84895,7592,32948,37321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.850997,7593,32961,37338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.869799,7599,32965,37341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.871102,7602,32973,37349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.890332,7605,32970,37356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.891438,7609,32985,37368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.909687,7614,32987,37381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.910706,7622,32998,37394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.929921,7628,33009,37411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.930939,7631,33013,37424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9501,7633,33020,37429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.951092,7640,33014,37425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.970176,7642,33006,37418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.971179,7654,32992,37405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.989441,7655,32980,37389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.990478,7659,32972,37386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.01135,7668,32968,37384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.013373,7673,32970,37393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.031502,7677,32975,37405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.032535,7680,32984,37415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.050119,7686,32988,37420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.05111,7692,32994,37436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.068863,7696,33000,37443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.070375,7702,33008,37457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08915,7708,33016,37479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.090168,7711,33031,37499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.110428,7717,33045,37520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.111617,7724,33051,37537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.129904,7732,33058,37552,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.130922,7735,33066,37563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.139264,7738,33073,37578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.16061,7741,33083,37593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.161613,7751,33089,37609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.179427,7754,33095,37623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.181427,7763,33103,37635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.200052,7766,33104,37644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.201057,7772,33110,37650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.221145,7774,33107,37653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.222185,7779,33102,37650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
