时间/s,PPG_G,PPG_R,PPG_IR,U1h,U1l,U2h,U2l,U3h,U3l,U4h,U4l,ACCX,ACCY,ACCZ,GX,GY,GZ
0.912247,7519,32531,37514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.931665,7517,32528,37511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.950908,7523,32529,37520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.951908,7522,32534,37529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.97038,7529,32541,37538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.971395,7532,32544,37551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.991089,7537,32551,37561,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99233,7542,32548,37564,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.009965,7543,32551,37557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.011965,7546,32541,37555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.029874,7543,32542,37546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.031875,7549,32537,37553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.051059,7551,32544,37560,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.052323,7554,32549,37566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.07151,7561,32554,37578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.07251,7565,32559,37586,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.089761,7570,32564,37603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.092009,7578,32574,37622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.11005,7585,32591,37650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.111083,7596,32602,37679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.129666,7603,32615,37699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.131667,7611,32620,37716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.150758,7616,32627,37731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.151868,7623,32631,37731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.159714,7628,32630,37734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.181928,7631,32629,37735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.182927,7633,32630,37739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.200609,7640,32636,37749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.201639,7644,32643,37769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.221611,7654,32651,37792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.223123,7661,32665,37815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.241256,7669,32669,37831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.242283,7674,32674,37841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.261455,7678,32675,37842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.262484,7679,32676,37850,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.280453,7687,32676,37856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.281453,7688,32677,37863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.299843,7697,32679,37869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.301888,7700,32683,37875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.320084,7706,32687,37882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.322084,7707,32689,37892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.341934,7712,32682,37892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.343041,7713,32684,37884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.360981,7721,32682,37883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.362093,7715,32678,37873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.381441,7720,32672,37868,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.382502,7722,32671,37861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.391237,7723,32662,37848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.411236,7721,32658,37846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.412343,7724,32656,37837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.43228,7721,32649,37833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.433309,7725,32648,37831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.450375,7724,32645,37825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.458469,7729,32644,37826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.471134,7727,32648,37823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.472134,7731,32647,37823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.490134,7730,32642,37820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.491189,7735,32640,37811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.512063,7730,32639,37801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.513083,7732,32633,37788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.529697,7729,32627,37768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.531833,7725,32622,37752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.55029,7717,32619,37736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.55129,7711,32614,37721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.57242,7706,32612,37710,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.573731,7708,32605,37702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.590906,7701,32608,37692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.591937,7702,32605,37686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.612131,7701,32598,37682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.613131,7702,32592,37674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.621206,7702,32595,37670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.639962,7703,32589,37663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.641999,7704,32585,37650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.662395,7702,32577,37641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.663417,7701,32571,37624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.679577,7703,32566,37617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.681577,7700,32564,37611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.701257,7704,32559,37608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.702257,7703,32563,37607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.720258,7708,32563,37614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.721258,7711,32564,37621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.741243,7714,32570,37630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.742357,7716,32572,37641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.759779,7719,32578,37654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.761813,7726,32581,37659,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78215,7732,32581,37663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.783294,7732,32582,37669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.800457,7737,32588,37677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.801725,7740,32592,37688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.820833,7743,32596,37700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.821839,7752,32604,37721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.841631,7754,32612,37740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.842631,7767,32620,37757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.850243,7768,32626,37774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.851346,7776,32633,37788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.869766,7776,32638,37802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.890704,7784,32638,37808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.891885,7788,32644,37815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.911479,7791,32644,37818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.912499,7794,32642,37822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.930481,7799,32642,37824,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.931439,7800,32643,37829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.949866,7803,32645,37830,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.951917,7806,32641,37832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.970428,7811,32646,37840,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.971428,7811,32644,37840,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.991099,7815,32645,37851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.992099,7819,32649,37857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.01031,7825,32653,37869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.011808,7827,32660,37885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.029814,7839,32669,37897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.031822,7842,32676,37914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.050693,7846,32677,37920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.051714,7848,32680,37935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.071466,7857,32687,37947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.072502,7852,32690,37954,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.09097,7862,32693,37961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.091969,7868,32689,37962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.101467,7870,32687,37961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.119578,7868,32684,37960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.121822,7874,32687,37964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.140046,7876,32691,37968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.142045,7884,32690,37975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.160161,7885,32694,37982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.16116,7888,32694,37986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.180013,7894,32697,37985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.181035,7894,32696,37992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.200363,7894,32688,37983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.201366,7897,32687,37982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.220894,7897,32683,37977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.222005,7900,32679,37971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.241954,7896,32680,37962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.242954,7901,32679,37962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.260233,7899,32677,37958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.261256,7903,32676,37955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.281319,7897,32679,37950,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.282425,7901,32678,37946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.301403,7896,32677,37937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.302429,7899,32673,37927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.311379,7899,32671,37914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.330641,7897,32673,37909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.331674,7893,32663,37898,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.350564,7893,32664,37887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.351564,7885,32658,37872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.371368,7886,32653,37865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.372694,7880,32649,37856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.390035,7884,32650,37858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.392035,7882,32649,37856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.409945,7885,32652,37862,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.41106,7882,32654,37868,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429088,7889,32653,37870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.431527,7888,32659,37869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.450775,7892,32655,37872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.451891,7891,32652,37872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.470374,7894,32653,37871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.471486,7892,32651,37873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.480097,7898,32652,37873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.501117,7900,32650,37876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.502118,7902,32649,37874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.520278,7902,32650,37876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.521278,7907,32648,37878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.540326,7908,32650,37879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.541325,7909,32656,37883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.561584,7910,32656,37890,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.562613,7914,32655,37893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.572252,7914,32656,37900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.589536,7916,32658,37903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.59254,7919,32657,37898,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.611439,7922,32650,37895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.612431,7920,32647,37891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.631752,7921,32647,37890,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.632764,7919,32648,37891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.651819,7922,32650,37899,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.652819,7929,32653,37902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.669818,7933,32655,37911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.67185,7935,32657,37916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.689789,7936,32659,37925,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.69212,7939,32659,37924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.711635,7940,32658,37931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.712635,7943,32657,37931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.731165,7948,32654,37932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.732184,7944,32657,37932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.740271,7955,32659,37942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.76039,7957,32658,37948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.76241,7960,32663,37954,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.781759,7965,32666,37960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.783267,7972,32669,37972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.800216,7974,32674,37985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.801418,7976,32682,37997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.822085,7980,32679,38008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.823833,7988,32683,38018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.840797,7994,32688,38025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.841808,7997,32693,38037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.860355,8001,32698,38044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.861473,8005,32698,38050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.881775,8010,32702,38059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.882776,8016,32711,38073,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.901061,8018,32717,38086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.902088,8026,32720,38095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.919971,8027,32728,38108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.922026,8036,32729,38117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.941001,8041,32728,38121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.94192,8043,32734,38131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.961323,8046,32735,38133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.962343,8051,32742,38138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.970512,8055,32748,38147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.991959,8059,32752,38150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.993066,8063,32756,38161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00971,8069,32652,38166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.011734,8070,32547,38167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.029679,8075,32553,38174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.031771,8079,32551,38172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.049868,8079,32551,38171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.051934,8078,32548,38160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.069894,8077,32548,38149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.071401,8076,32541,38135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.091101,8074,32538,38123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.092134,8072,32530,38115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.109983,8073,32529,38105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.111149,8075,32526,38105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.130939,8074,32525,38095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.131971,8074,32523,38094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.14972,8076,32523,38093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.151746,8077,32527,38101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.170026,8079,32533,38107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.171534,8082,32534,38117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.190549,8085,32539,38121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.191661,8091,32542,38131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.201626,8094,32547,38133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.220306,8096,32545,38133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.221422,8097,32547,38130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.241457,8099,32544,38136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.242791,8102,32546,38140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.261777,8103,32551,38147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.262777,8109,32552,38151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.280766,8112,32554,38158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.281878,8116,32551,38160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
