时间/s,PPG_G,PPG_R,PPG_IR,U1h,U1l,U2h,U2l,U3h,U3l,U4h,U4l,ACCX,ACCY,ACCZ,GX,GY,GZ
1.738547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.740067,6996,32182,36454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.760131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.778697,6985,32156,36363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.779843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.798185,6972,32115,36256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81922,6965,32090,36191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.820286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.838184,6972,32073,36157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.840141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.858122,6977,32068,36140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.859149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.878554,6985,32068,36138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.879703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.899463,6992,32071,36142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.900927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.917938,7004,32070,36154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.919452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.940377,7016,32071,36161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.941937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.958498,7024,32068,36165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.959497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.97971,7035,32071,36169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.980734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.99026,7040,32074,36168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.008698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.010046,7054,32079,36174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.02965,7062,32085,36189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.04839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.049531,7077,32091,36201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.068469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.069612,7084,32091,36211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.087959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.089089,7094,32091,36223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.108586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.109718,7112,32098,36244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.128862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.129893,7127,32108,36272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.14849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.149631,7144,32117,36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.167559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.169568,7162,32127,36329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.190277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.191346,7172,32138,36351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.208051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.209099,7188,32143,36377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.217728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.238261,7208,32157,36419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.239469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.259435,7228,32169,36453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.261051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.278446,7243,32180,36472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.279584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.297871,7255,32186,36486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.300146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.318785,7265,32193,36505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.319833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.339485,7278,32196,36517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.341122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.35796,7284,32197,36512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.360118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.378294,7289,32193,36512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.379293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.398885,7302,32195,36518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.399885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.418615,7304,32190,36501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.419621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.440585,7298,32175,36450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.442098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.448576,7288,32164,36416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.467896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.46942,7278,32161,36387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.487313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.489793,7272,32155,36358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.507713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.509858,7265,32150,36326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.530415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.531546,7257,32145,36304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.549584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.551073,7250,32143,36286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.567796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.569981,7243,32142,36275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.588191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.58938,7235,32139,36263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.608101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.609148,7232,32140,36253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.629642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.63098,7228,32137,36242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.650063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.651784,7227,32161,36242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.668311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.66967,7235,32203,36261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.678642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.679671,7243,32236,36288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.698154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.717811,7251,32249,36302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.71981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.737663,7254,32259,36306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.739872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.758691,7254,32271,36312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.759816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.777697,7251,32271,36321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.779983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7984,7246,32261,36320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.79953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.808667,7243,32252,36307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.829416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.830554,7243,32266,36313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.849278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.850429,7230,32294,36344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.868199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.869337,7210,32325,36397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.890285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.891502,7184,32344,36395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.908535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.909534,7174,32305,36376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.929626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.930707,7170,32257,36368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.947684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.950171,7167,32196,36317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.959622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.978612,7148,32125,36174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.987937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.999841,7150,32072,36043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0192,7157,32041,35977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.020635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.03871,7164,32007,35966,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.039818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.059423,7176,32008,35958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.077474,7190,32037,35911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.079766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.097865,7196,32035,35859,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.100139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.117568,7198,32025,35820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.119607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.138073,7194,32018,35802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.139169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.157184,7186,32014,35795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.160087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.180187,7176,32007,35781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.181262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.189564,7163,32006,35767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.208611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.209642,7154,32001,35756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.229919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.230978,7148,32000,35733,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.247586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.249874,7152,31999,35716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.267504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.269791,7157,32001,35728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.288163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.289296,7164,32001,35750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.308434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.309576,7172,32005,35772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.32901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.330142,7182,32015,35799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.34802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.349171,7193,32027,35827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.367967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.369099,7204,32036,35854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.387625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.389891,7217,32043,35879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.410595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.411729,7227,32049,35900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.419769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.420771,7235,32052,35906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
